frame,time,Head_x,Head_y,Head_z,Neck_x,Neck_y,Neck_z,Spine_x,Spine_y,Spine_z,Spine1_x,Spine1_y,Spine1_z,Spine2_x,Spine2_y,Spine2_z,Spine3_x,Spine3_y,Spine3_z,Hips_x,Hips_y,Hips_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,LeftArm_x,LeftArm_y,LeftArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,LeftHandThumb_x,LeftHandThumb_y,LeftHandThumb_z,LeftHandIndex_x,LeftHandIndex_y,LeftHandIndex_z,LeftHandMiddle_x,LeftHandMiddle_y,LeftHandMiddle_z,LeftHandRing_x,LeftHandRing_y,LeftHandRing_z,LeftHandPinky_x,LeftHandPinky_y,LeftHandPinky_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,RightArm_x,RightArm_y,RightArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightHand_x,RightHand_y,RightHand_z,RightHandThumb_x,RightHandThumb_y,RightHandThumb_z,RightHandIndex_x,RightHandIndex_y,RightHandIndex_z,RightHandMiddle_x,RightHandMiddle_y,RightHandMiddle_z,RightHandRing_x,RightHandRing_y,RightHandRing_z,RightHandPinky_x,RightHandPinky_y,RightHandPinky_z,LeftUpLeg_x,LeftUpLeg_y,LeftUpLeg_z,LeftLeg_x,LeftLeg_y,LeftLeg_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,LeftToeBase_x,LeftToeBase_y,LeftToeBase_z,RightUpLeg_x,RightUpLeg_y,RightUpLeg_z,RightLeg_x,RightLeg_y,RightLeg_z,RightFoot_x,RightFoot_y,RightFoot_z,RightToeBase_x,RightToeBase_y,RightToeBase_z
577,4.808333,-92.6595450961996,623.8543086966461,-78.34857661565164,-46.852239517865456,484.3923259431957,-45.50431420665571,-0.34135818713228316,67.78794715243087,-3.2029742946367747,-17.885000205162317,261.88464952880736,-16.301070941914368,-17.885000205162317,261.88464952880736,-16.301070941914368,-17.885000205162317,261.88464952880736,-16.301070941914368,37.41678447881424,1020.0518046154384,560.8616076245936,-37.4237848844667,421.26548360959316,1.0609267126890272,-51.78641710621872,413.73998899361663,142.28961098921246,-140.3999648014185,189.57025890938343,288.9284499498583,-298.96719901925286,-32.8462131742716,322.42923426562857,-315.2509471391403,-51.23849232755414,286.3378492249045,-343.01497725450736,-106.65943908982482,307.40859287280085,-326.5429778296879,-110.03822748475605,320.22938411751625,-309.13344847409314,-109.00664328811423,332.70972190170727,-291.5831095232449,-108.00395767247073,345.2996442538994,-35.83325235552695,411.59966461209456,-74.17270448907333,-28.660296417091494,383.4080610002085,-213.32472407688516,-61.44366203112058,123.86438603413143,-319.069750431516,-165.57531392630196,-130.8778503142597,-316.66047032935774,-184.54487784865017,-139.6904532222527,-278.33574725963916,-211.25682952546967,-198.89165676690652,-286.60346590572,-193.9487600769495,-205.25461674847745,-296.9525744863157,-175.68904072265033,-207.2559113121489,-308.0230762172507,-157.28133854531237,-209.31159107782764,-319.1820635966107,2.7686480429435103,4.502623294008043,94.98469829454638,-120.1565217907084,-395.9195749537743,159.09748057636628,-67.89784838332946,-835.5684104792344,222.85169994375389,-61.968381145273796,-984.1438567568354,177.56171526209954,-2.768648200527573,-4.502652603128915,-94.98468427547837,-166.48436729746504,-393.4979829174782,-133.10376427730012,-76.11580537897892,-828.7983384137888,-182.48278890524873,-23.366615872895046,-974.7676992969119,-172.67520971569874
578,4.816667,-94.70030920809185,623.4932740040338,-77.96416221792772,-47.6951058881469,484.24816579438544,-45.56285296540803,-0.3507635365613447,67.71837772904595,-3.3042401820567813,-18.244297523982027,261.7116903365615,-16.496063128086746,-18.244297523982027,261.7116903365615,-16.496063128086746,-18.244297523982027,261.7116903365615,-16.496063128086746,38.19032931844046,1019.7058488460823,560.8381676524494,-38.190640416490275,421.02999362659705,0.9723390195095649,-53.096637972326874,413.38466441146187,142.13819699065198,-143.3678637259983,189.95907603373126,288.8995790370283,-303.2222257983261,-31.590076118567758,321.97991295214314,-319.6729817826903,-49.749139380342015,285.84646689753663,-347.90859155352433,-104.97756130878088,306.7837422157691,-331.46391920677814,-108.53088500290058,319.591006855747,-314.0437376664487,-107.68149354076158,332.0688063215407,-296.4829701359426,-106.86249934374189,344.65609443959625,-36.443462778660226,411.4352874253056,-74.26664874149246,-29.02946796776629,383.3506411027987,-213.42724252216033,-61.83972895634563,123.98614524936661,-319.60113331982416,-166.4728246744299,-130.54715814860543,-316.8802711760863,-185.32985014829347,-139.33435516297828,-278.49442091788,-212.39751410616702,-198.3717248631317,-286.76732836671545,-195.16805188093963,-204.80735538411295,-297.20139853205075,-176.96623148786267,-206.88517061494264,-308.3521858424101,-158.61710038353695,-209.01799644606098,-319.5921904838799,2.927319411679449,4.649920061547275,94.97286321036927,-121.63939918463538,-395.05878182761415,160.31895482762712,-69.27847423980472,-834.5386734907026,225.12829023173254,-62.061767929830225,-982.4166618422423,177.79153600049858,-2.9273180374776295,-4.6499601051534745,-94.9728537745521,-167.46247762499166,-393.33626121085484,-132.7082906574024,-77.38147533414791,-828.69024991783,-182.14000629472255,-24.21949372628825,-974.5259142586573,-172.57481571424395
579,4.825,-96.76425247439342,623.1559188223582,-77.47816545258998,-48.56895696566694,484.1261531700973,-45.52835232308273,-0.3578618648516605,67.65507659988548,-3.395232433381747,-18.610763500575178,261.55187805155714,-16.643603433817866,-18.610763500575178,261.55187805155714,-16.643603433817866,-18.610763500575178,261.55187805155714,-16.643603433817866,38.95731266432545,1019.2837974288668,560.8573815145045,-38.992663374978555,420.7992084768514,0.9645190709606755,-54.42262974983611,412.9691047915676,142.06390804114142,-146.38227027627318,190.2764418029405,288.89144017769206,-307.706694476042,-30.282633725518266,321.37668954029647,-324.2971793832934,-48.18322649723334,285.1787437007863,-353.10725748332834,-103.17462517786959,305.94196078254214,-336.71447908505996,-106.92514815946525,318.7576361739119,-319.30176175989976,-106.28241265655822,331.25631919419754,-301.7488906775883,-105.67176282640041,343.86458803552955,-37.064186265952685,411.29548583943017,-74.28116663299001,-29.34915818105998,383.317497795033,-213.44629991689948,-62.11827496240407,124.15673083546557,-320.12717692294365,-167.29939842748803,-130.14787164442325,-317.165517848669,-186.03554567870634,-138.91813956182386,-278.7165936655135,-213.48134331215368,-197.7780829123891,-287.00876214481553,-196.33611598196813,-204.2881064689588,-297.5351758741356,-178.19652151214984,-206.44429352820862,-308.77227782949444,-159.91033752191862,-208.65613240808392,-320.0993888999318,3.0789524589438653,4.782514437273235,94.96158620709465,-123.35090301199972,-394.1016907180039,161.68390437972675,-70.70453379825838,-833.365794036359,227.6751673607102,-62.038052284618246,-980.5604889905733,178.47557585657242,-3.078948960430525,-4.782555460903312,-94.96158794777595,-168.50235904174167,-393.1246976797664,-132.3455630692295,-78.63330549797179,-828.51198656099,-181.86961263191327,-25.065534223537817,-974.2136360000393,-172.52429830008475
580,4.833333,-98.80326138150906,622.8868621833271,-76.89106973774518,-49.45038008811585,484.06279570245863,-45.39508468412164,-0.36024675491710517,67.61474746776639,-3.471658531931263,-18.97091672772597,261.43974764632463,-16.736958159465196,-18.97091672772597,261.43974764632463,-16.736958159465196,-18.97091672772597,261.43974764632463,-16.736958159465196,39.68059997325621,1018.7450461102385,560.9271102416576,-39.814018135693786,420.6077946408873,1.043539455059481,-55.74570824755489,412.5172158856989,142.0721600891735,-149.37522938422518,190.549120214921,288.9431478458922,-312.3763135487383,-28.879760108610746,320.6167517100255,-329.0774068502404,-46.4934713263637,284.33000230681097,-358.5587134736526,-101.2061349813673,304.87142944982287,-342.24246336621053,-105.1764555920354,317.7163770304645,-324.8558290942615,-104.76479997388392,330.25889195638786,-307.32968709541564,-104.38710805169879,342.9112630189166,-37.670299246349245,411.21609052061285,-74.20980953399653,-29.586660324309467,383.34397018690777,-213.3745022232631,-62.213321577516766,124.40874497852266,-320.64246759075513,-167.9675907352318,-129.6562189500614,-317.5314405832463,-186.60297425539653,-138.40568176784842,-279.02858165524253,-214.39116428516274,-197.10403805752333,-287.3360882299948,-197.32044587864021,-203.68323745802786,-297.94137215729927,-179.23510738277213,-205.91239528775054,-309.2522568810217,-161.0038187822583,-208.19779819047034,-320.65382285164543,3.2005162815582056,4.8928979491247855,94.9521360005119,-125.47320608377794,-392.99016120958083,163.2274710320636,-72.16228245970495,-831.9533452051669,230.60025444703498,-61.89465719544112,-978.53677565308,179.87870372689838,-3.2005112056950473,-4.892928928519201,-94.9521506300303,-169.6169247814313,-392.8356338182575,-132.05991955763966,-79.82229530453714,-828.2231290383914,-181.71588814311855,-25.86132690227505,-973.7903473934244,-172.53279923966565
581,4.841667,-100.77340648809937,622.7080293178062,-76.2261946577414,-50.30291019685323,484.081638744525,-45.17516166357547,-0.35085470434868304,67.60940597333784,-3.5306246380037165,-19.30010829777075,261.4006306077606,-16.777487575044308,-19.30010829777075,261.4006306077606,-16.777487575044308,-19.30010829777075,261.4006306077606,-16.777487575044308,40.328920201489694,1018.0658469708096,561.0668859716513,-40.625077546013905,420.482363009827,1.2001099243350206,-57.05118146855311,412.0604986353696,142.15202179807596,-152.31882745070757,190.80930152827528,289.05263511265474,-317.19722364239163,-27.347207875445967,319.6883270081366,-333.98449623826673,-44.63876005522173,283.28822495723705,-364.2110128934962,-99.04307482517987,303.55127388511687,-347.99172460433624,-103.25491404249271,316.43984286570884,-330.6469788932983,-103.09767400921504,329.04373113693373,-313.16355262858053,-102.97645763146852,341.75785693354993,-38.22604383025314,411.22104453707425,-74.06105843225765,-29.702715654050614,383.4603064654657,-213.22082767091717,-62.081132029816985,124.77454210186987,-321.1605451202563,-168.43187696309397,-129.0405199003154,-318.0118402819926,-187.00967107565674,-137.75409630574777,-279.4728203351707,-215.0668001716861,-196.32625431750327,-287.7795683618118,-198.04965858459732,-202.96604111232222,-298.4343229525621,-180.0012414050595,-205.25923979364785,-309.7921904195849,-161.8073356692343,-207.60919900120336,-321.24115543722525,3.265770395160342,4.975598063707835,94.94581590430658,-128.21014089854228,-391.6571972058389,164.98026800974054,-73.6015383554302,-830.1894285070475,233.9957178982178,-61.658146807406894,-976.2973328618135,182.23914499309316,-3.265765100362718,-4.975612544088861,-94.94584086338205,-170.80263640417974,-392.4489330961726,-131.89785309662034,-80.90892141763663,-827.7969419461276,-181.71821715220983,-26.571524123811663,-973.229800992585,-172.62016311509987
582,4.85,-102.67051976507287,622.5875188094741,-75.5203249922768,-51.11377702089068,484.16288437585655,-44.89314211906278,-0.3259410177617621,67.6332359493021,-3.5729981024026563,-19.589616475410356,261.42266574144776,-16.775496883494164,-19.589616475410356,261.42266574144776,-16.775496883494164,-19.589616475410356,261.42266574144776,-16.775496883494164,40.905997109554065,1017.270371317909,561.3053387446187,-41.413605851344784,420.41245680150655,1.412971287868657,-58.3443981896569,411.6059022148771,142.28093569478966,-155.23843821797524,191.05651982778963,289.1731490533235,-322.16755323015497,-25.694033788320368,318.56794158933445,-339.033963668754,-42.61743040636449,282.0342910914741,-370.0509253095492,-96.69732215473071,301.95963758724685,-353.94045637782784,-101.1729761789378,314.89355308915674,-336.64624420961,-101.29385283189711,327.56480273662095,-319.2142869093907,-101.45300023376511,340.3466745917241,-38.72181442851843,411.294699361731,-73.85526151574265,-29.68657406142688,383.6622225136208,-213.00707793667118,-61.726687322483755,125.25321216483624,-321.7045092185971,-168.71039744420773,-128.2960479271326,-318.64627495612814,-187.2854909029153,-136.9542497934503,-280.0935416640709,-215.54222561310064,-195.43316914750707,-288.3884715608218,-198.55541112667774,-202.1275166212273,-299.05821718752486,-180.5235967245623,-204.4785294841319,-310.43111674761633,-162.34655663710166,-206.88676495384763,-321.8952330416573,3.261325684199038,5.031953097075479,94.9430929740536,-131.5832858442579,-390.0831900791906,166.98372677583745,-74.95604243053094,-828.0343282089639,237.93045860562705,-61.407025695120474,-973.8446886415818,185.68961168314732,-3.261321510767943,-5.031952184004138,-94.94312373820568,-172.02508895781267,-391.9714765532508,-131.89231404139986,-81.89587839134172,-827.2488046683382,-181.90253717018743,-27.2008511278816,-972.5486068684086,-172.81691952961265
583,4.858333,-104.53692653753166,622.4419673320223,-74.80664871886694,-51.91643544437476,484.2390848859534,-44.574597140219154,-0.2923166668464902,67.66052672763637,-3.60497402477678,-19.86628666120997,261.45178418929254,-16.748354347949487,-19.86628666120997,261.45178418929254,-16.748354347949487,-19.86628666120997,261.45178418929254,-16.748354347949487,41.456228436546006,1016.432912861912,561.6680852694822,-42.20790290853399,420.3442993129189,1.6576413835287522,-59.66643830980044,411.1191956276373,142.43362280062155,-158.2090637113898,191.24315466471393,289.2370522169606,-327.32003536315096,-23.986192228908173,317.22772641188385,-344.28658148163237,-40.482528381862096,280.5493088892241,-376.1142819951796,-94.23092434525157,300.08372905852275,-360.11356155334556,-98.99544742593804,313.0483650365593,-342.86842916320285,-99.42086507088621,325.7772771589219,-325.48650005771657,-99.88701281573418,338.61706403887416,-39.19436331680305,411.3792112186619,-73.61625394357512,-29.572083281999237,383.90233433946827,-212.75804767778652,-61.19869287218715,125.79561762618965,-322.2883837625312,-168.86226441380165,-127.46727254319399,-319.45688652167564,-187.4925670269382,-136.0550356190472,-280.9154904823329,-215.91885966738874,-194.45157528570113,-289.212189131547,-198.94422784919647,-201.2011405957876,-299.8666307157068,-180.91098590449238,-203.61079435197502,-311.2249019045898,-162.73262514099878,-206.07813951490562,-322.6742509979445,3.1917744615617765,5.072862404317535,94.94319181200098,-135.33079304847217,-388.33131273373124,169.26977986074442,-76.18220580838144,-825.5701018902737,242.44507555025407,-61.2401575547502,-971.2564966196629,190.2102289229848,-3.1917721802907058,-5.072852806131156,-94.94322384406823,-173.22014825642052,-391.4425781094924,-132.05387410524898,-82.83684806892362,-826.6430227859,-182.2742161814947,-27.799948846237054,-971.8114300250012,-173.1505988567044
584,4.866667,-106.42704120968818,622.1858216182297,-74.10382502632496,-52.76995277791862,484.2346854750315,-44.23915997309658,-0.2643548207257623,67.66235743207896,-3.6362770421382686,-20.178793036935648,261.4262080414485,-16.71706939519882,-20.178793036935648,261.4262080414485,-16.71706939519882,-20.178793036935648,261.4262080414485,-16.71706939519882,42.03470032053833,1015.6348998840228,562.1677041310654,-43.062485127665745,420.2149959316429,1.9127613306008449,-61.08177784679146,410.5487917392833,142.58749205504216,-161.31756541289667,191.30540064595087,289.1885809362234,-332.6925520464213,-22.313348680605507,315.64290735361215,-349.8060722752683,-38.31192124039749,278.8177300190147,-382.4493630941056,-91.72515397657997,297.9166023661725,-366.55037702716066,-96.80713873595914,310.8831132057759,-349.3441716088556,-97.56720297394259,323.6460821811584,-332.0020506104596,-98.37070101702655,336.5199305692397,-39.7034351909222,411.4113668170725,-73.3649965284377,-29.41382893107503,384.12195430590083,-212.49416793923163,-60.54999885441151,126.33400173284284,-322.9092410481005,-168.93456097635618,-126.6238569602653,-320.43796745149797,-187.6795056750257,-135.13566952978846,-281.93626188379505,-216.2900040343397,-193.43436353172794,-290.2818175739159,-199.31584129233522,-200.2460812351856,-300.8969774386997,-181.26641675097713,-202.7218402547128,-312.2146543121817,-163.07187893922972,-205.2558206773827,-323.6230687220889,3.0647291350027155,5.114791844120617,94.9447432012926,-139.08032655799565,-386.5137281941892,171.78577564314668,-77.26718471319224,-822.9342626884915,247.53505279062966,-61.164287809902014,-968.6197210398159,195.667587173649,-3.0647289467382803,-5.114780907855738,-94.9447728579592,-174.31964846494049,-390.9112825697986,-132.38069246141097,-83.80538882954068,-826.0590547260483,-182.8219727290832,-28.431248324555426,-971.0949455169657,-173.63274882068006
585,4.875,-108.37267552740578,621.7871672277989,-73.41545762368095,-53.725383396186785,484.1160585754567,-43.8999448562771,-0.25549417023709564,67.6281623113957,-3.6754248731985912,-20.569847115915906,261.3212926869341,-16.70126226412635,-20.569847115915906,261.3212926869341,-16.70126226412635,-20.569847115915906,261.3212926869341,-16.70126226412635,42.676955814778935,1014.9116827641457,562.8038020770612,-44.02918145438034,419.99774115795185,2.1624163453053784,-62.65513266430766,409.86546525547277,142.72380906670506,-164.62075172860287,191.208671936857,289.0066151387689,-338.29791803407454,-20.737217224654387,313.7934594072375,-355.61222482170706,-36.16098048288466,276.8229431636691,-389.0709010401442,-89.23596916043614,295.4424336798084,-373.2632616874405,-94.66557357188171,308.37657549228555,-356.0835712877725,-95.79212996843826,321.1448560724491,-338.7687534693551,-96.96508294685057,334.02373116495386,-40.296040705595985,411.3675080108336,-73.11691164940493,-29.25611839195899,384.29510811665125,-212.22905875401386,-59.80518051973122,126.83075970967595,-323.556277465726,-168.9323265922216,-125.81096172524653,-321.56614102145363,-187.85540517233838,-134.24960254981536,-283.1370699521431,-216.68823181030007,-192.4194632996912,-291.6049114845422,-199.70562359525832,-199.30287425507197,-302.15936110908945,-181.6262758849131,-201.85497533413076,-313.41107215811815,-163.4017433516527,-204.46591070220188,-324.75300121793,2.872136226532577,5.170965505589486,94.94683997599329,-142.65602509856026,-384.71594918854134,174.3225662058391,-78.2078637458747,-820.1911806514252,253.12946360011654,-60.95081274613065,-965.9294451556377,201.9481774894241,-2.8721378693639266,-5.170957381748906,-94.94686423908584,-175.289456972122,-390.400908818893,-132.8758556156589,-84.85801070927455,-825.541041393645,-183.53031989357078,-29.133296241870113,-970.4370383558266,-174.25886001279204
586,4.883333,-110.38279363775047,621.2737894494737,-72.73617864156793,-54.8166918515133,483.8996611660806,-43.56445780981884,-0.27434085038921785,67.56901208221603,-3.7259962238315785,-21.065575453439692,261.15662056215194,-16.713982625228763,-21.065575453439692,261.15662056215194,-16.713982625228763,-21.065575453439692,261.15662056215194,-16.713982625228763,43.398739253998684,1014.2434107803498,563.5713997451446,-45.145893166290634,419.70942979791823,2.3971293638059636,-64.44081558872823,409.0721095523625,142.82873442338274,-168.13568561762713,190.95656187647265,288.7044480593298,-344.1205732539753,-19.277663805319712,311.66194126188486,-361.6704974047898,-34.05319126348566,274.54310979907655,-395.9454968521054,-86.78774661959241,292.6298896856641,-380.22416897295795,-92.59201975515882,305.5035261137414,-363.0644375454573,-94.11383542736826,318.2546901987746,-345.770314775058,-95.68524416237983,331.11592768412686,-40.99815466448055,411.2687676234916,-72.88073686507562,-29.13043914493931,384.4371401387042,-211.96959521663635,-58.96785359898372,127.29392766970011,-324.22401669102993,-168.83637278036997,-125.02950857291158,-322.81909982154644,-188.00534036467064,-133.4009706353465,-284.4994981278653,-217.09679678245277,-191.40973212962842,-293.1730388554539,-200.09591073256863,-198.37348752357104,-303.6439395733524,-181.97193068246963,-201.01125173738262,-314.8022563385467,-163.70260978054634,-203.70853746278172,-326.05007966223013,2.591399446517313,5.245651366579623,94.94935732093712,-146.20528147836527,-382.95262029425123,176.53881348088456,-79.02204948298672,-817.2818252882405,259.07563739458567,-60.113196176089026,-963.0794041226459,209.12384264844457,-2.591402168740696,-5.245646431494594,-94.94937309527621,-176.1442505746216,-389.8968109898169,-133.5521538368827,-86.02372910677971,-825.0797485445148,-184.38908681644716,-29.918771959140912,-969.8221457075044,-175.01971696055642
587,4.891667,-112.46062908768454,620.6893572015803,-72.05867020789783,-56.066485649261054,483.6156253922917,-43.2335224866876,-0.3249341586513998,67.50037087855283,-3.7864820557456356,-21.679043310510583,260.961339396125,-16.758393107550567,-21.679043310510583,260.961339396125,-16.758393107550567,-21.679043310510583,260.961339396125,-16.758393107550567,44.20933875154484,1013.5937653217466,564.4691666757019,-46.4357097659246,419.37689416695036,2.6154617645464056,-66.473246287368,408.18037505559664,142.8969101051614,-171.85443861883925,190.56126295451415,288.30746652238355,-350.1277789317208,-17.942192801250723,309.2336531999602,-367.91428960256656,-32.011904189436244,271.95661627938046,-403.00714148297817,-84.40506654066385,289.4493312744929,-387.37609489194494,-90.60248317560693,302.2476379690845,-370.2397958054677,-92.53958560938594,314.9721778212729,-352.96986490507163,-94.52964016355256,327.80614620474813,-41.82586802623926,411.1446329840248,-72.657265720441,-29.06919008720778,384.5747505779898,-211.716282769697,-58.048075547833015,127.75030871127916,-324.9158155525135,-168.63457964859333,-124.2616204018978,-324.1877578885332,-188.11635411698018,-132.57047293282744,-286.01504191939745,-217.487543345524,-190.39335183986992,-294.97163419699814,-200.45690842360926,-197.44368837218892,-305.3344097168427,-182.2729884966795,-200.1739054679079,-316.3706259011818,-163.94347369601067,-202.96438294476968,-327.4954290764658,2.2091201148852977,5.335381065705885,94.95233541022108,-150.03667810543033,-381.17893981865416,178.13037606604175,-79.83180090348723,-814.1089489796065,265.14274373441884,-58.19818301449743,-959.9912121545967,217.5371690707155,-2.2091228285366276,-5.33537744404466,-94.95234006668136,-176.923535651299,-389.3700165784737,-134.41967910177675,-87.30843630889265,-824.6405969277538,-185.394112980413,-30.7908081525662,-969.2146380512208,-175.91252824340273
588,4.9,-114.60295920884263,620.0584450004519,-71.37207678847827,-57.479115561951815,483.2786478358239,-42.89630496299731,-0.4057944691782899,67.4279318236301,-3.851742269550435,-22.408280011767538,260.7463883916903,-16.824812073859498,-22.408280011767538,260.7463883916903,-16.824812073859498,-22.408280011767538,260.7463883916903,-16.824812073859498,45.10679707658395,1012.9423991754923,565.4945834562642,-47.89688964181583,419.01031044407733,2.8282148824299504,-68.74652878938838,407.1970672405977,142.9382705477682,-175.75252742312088,190.02642693992425,287.8342854481392,-356.2723895221228,-16.74384533383972,306.5078574794037,-374.26885639600516,-30.075612761072904,269.0614121220149,-410.1777742069407,-82.1246316478503,285.9081994577309,-394.6475673174392,-88.7218585200171,298.62883644046474,-377.5458752916362,-91.0822354916574,311.3281277507411,-360.3113945831689,-93.49898862682203,324.1361846178608,-42.78504409250475,411.0052756126997,-72.43560000769206,-29.10243569748487,384.72475789412704,-211.46063686135932,-57.067534184130416,128.22193255391136,-325.63343564906893,-168.3239166667355,-123.49562610781844,-325.6707951353559,-188.17615379986768,-131.74262248113536,-287.6782662517359,-217.83088831804412,-189.36536698869963,-296.97736811836694,-200.75906166966772,-196.5059760809244,-307.2084399176805,-182.5013935225972,-199.33275041479664,-318.09597899852304,-164.09777896642717,-202.22055110670007,-329.07098418108393,1.743102892576288,5.432159650384723,94.95533822947013,-154.34565477687977,-379.3265569007183,179.074986265392,-80.93688508013042,-810.6694583425293,271.08094974958885,-55.332419263908584,-956.7663890203592,227.6885527503961,-1.743104679071896,-5.432154843712354,-94.95533169730204,-177.65802783338333,-388.8070351307697,-135.46829973679547,-88.68879756971013,-824.19830142146,-186.53853903584698,-31.742135879635633,-968.5957944015972,-176.93578913703627
589,4.908333,-116.77953848401609,619.3993217412701,-70.64847178666167,-59.023988233622546,482.9006268957703,-42.52386943058604,-0.5094285571209515,67.35359944436304,-3.9136845188000553,-23.229555462871463,260.5176151124865,-16.888138389924144,-23.229555462871463,260.5176151124865,-16.888138389924144,-23.229555462871463,260.5176151124865,-16.888138389924144,46.05589054239222,1012.2733963042573,566.6232753821994,-49.491502983260254,418.61686515020585,3.0635347477560906,-71.20198871893265,406.14357526585957,142.98407843686854,-179.78359236042118,189.37239480639644,287.3060807263803,-362.48903644683924,-15.67290260696242,303.51988232851556,-380.65853868660776,-28.262956415907208,265.8992119428596,-417.376946015457,-79.95814218213707,282.07692181647633,-401.9599062309271,-86.95051215332833,294.7248287834676,-384.90643763197033,-89.73066913297421,307.4049074487377,-367.721130439103,-92.57059620897705,320.19313266074545,-43.85591412153729,410.85681240209453,-72.18800710773131,-29.234908273485452,384.91092930189205,-211.17969650706976,-56.033888846574996,128.7370413781851,-326.3589857755833,-167.88454159912703,-122.71512231574332,-327.25157315913236,-188.14834069409633,-130.89682876189477,-289.46443474572686,-218.07564129252933,-188.3159913504171,-299.140959658225,-200.9531930827717,-195.54822578623077,-309.22091733609324,-182.61153756914055,-198.4731706142052,-319.93880657934346,-164.12350332821177,-201.45991436527316,-330.74287359423676,1.2334617224211915,5.523876229546756,94.95759039846666,-159.04583851491964,-377.35006720253114,179.73497942436146,-82.70870598985209,-807.1067351003717,276.74966346243036,-52.47265559064123,-953.6817624688092,239.89714894435724,-1.2334622660728625,-5.52386824539567,-94.95757644913027,-178.35821163784908,-388.21203393588655,-136.6615296615231,-90.10002436386645,-823.7401525125639,-187.79745512148284,-32.7348535816227,-967.9634167454348,-178.06484417298623
590,4.916667,-118.92532656021467,618.753650670453,-69.83686985691746,-60.63550077632223,482.51668741697483,-42.07226363973204,-0.6261298560189501,67.28861871420472,-3.962313698643201,-24.101255225850565,260.30207488170606,-16.912319403354072,-24.101255225850565,260.30207488170606,-16.912319403354072,-24.101255225850565,260.30207488170606,-16.912319403354072,46.982836084057766,1011.5484848116491,567.7981072049586,-51.15347166190652,418.22642141900565,3.3632822219156915,-73.7456286755739,405.07590550976454,143.08181789241033,-183.88153409482993,188.6655560748755,286.76578691177446,-368.70381109862456,-14.661928455132955,300.349220017583,-387.0076985401379,-26.53089312061087,262.55683668509346,-424.5261913484268,-77.85417844130177,278.0721261634622,-409.2344624977757,-85.22845637657781,290.65672374950964,-392.2429162949178,-88.41623033196609,303.32563340352203,-375.1205950692661,-91.66706095372214,316.10215178393025,-44.98753715512611,410.72940148096654,-71.87302240000386,-29.432965638811325,385.1860504470397,-210.8372157306779,-54.91985500354775,129.34718363795582,-327.0473242621435,-167.26515570908458,-121.87897079593921,-328.88177163415793,-187.96298087310305,-129.9894705059609,-291.31607126112175,-218.14043316200264,-187.21105370105067,-301.38144472320374,-200.96078479108442,-194.53396099510053,-311.2965668989307,-182.5291634541383,-197.55620849599612,-321.8308183689214,-163.95067361774508,-200.64101810057667,-332.44983924645595,0.7066626390318986,5.594717514135262,94.95858898520092,-163.78017136595471,-375.2857884116163,180.6550742925186,-85.29484677021861,-803.6472205333164,282.23120974014796,-50.85208381320992,-950.9980149624555,253.92781614654888,-0.7066621503704763,-5.594705788549664,-94.9585738430267,-179.02289124450064,-387.58567254161665,-137.95054166246405,-91.44559206453889,-823.2475112581358,-189.1216851066086,-33.695323163534624,-967.3069956059699,-179.23734190467326
591,4.925,-120.97047286434741,618.1810962899547,-68.88961647825585,-62.24245404300134,482.1787775781671,-41.50378424660285,-0.7490977629555783,67.25150664553131,-3.988919464781147,-24.981925845126106,260.14178277053253,-16.865860776688777,-24.981925845126106,260.14178277053253,-16.865860776688777,-24.981925845126106,260.14178277053253,-16.865860776688777,47.81069897151281,1010.7136768947496,568.9595137395615,-52.818130962709304,417.883944712819,3.763573971251941,-76.29019539055267,404.0654528637957,143.27300056052647,-187.9878012550702,187.998622499587,286.26507666396094,-374.8657639804547,-13.603481030290878,297.0840734459839,-393.25722331956297,-24.787540013806,259.1225174252198,-431.5660293306609,-75.71738860581829,273.99128664664073,-416.41360578537785,-83.45505748835738,286.5278373583606,-399.4998332523616,-87.03282054911278,299.1984157501104,-382.45648091413193,-90.67676484003934,311.9761938950838,-46.119557670950215,410.6692295675573,-71.45442180395881,-29.642151202530954,385.61210262644727,-210.39980365381757,-53.67966206642487,130.1084236753872,-327.64541313870996,-166.4078768988552,-120.93607957362951,-330.5025942059965,-187.5483093174551,-128.97089037404442,-293.168252335352,-217.94517983756734,-186.00734452267812,-303.620915560584,-200.7038605105654,-193.41742528119656,-313.36227365998104,-182.17944348278644,-196.53335444389137,-323.70431537017555,-163.50762801818752,-199.71258304528206,-334.1296388431672,0.15456759891340036,5.629990532302031,94.95826047136686,-168.06698759122298,-373.2784358200113,182.20967387785134,-88.43492980202622,-800.4940316841939,287.8080211172681,-51.06132766530733,-948.7752502367789,268.9343940378056,-0.1545664189942036,-5.629976124123754,-94.95825003337694,-179.65204184775027,-386.911666454355,-139.30083915663752,-92.6414906306243,-822.6890307307838,-190.4614577972231,-34.54948830062794,-966.5979102805836,-180.38444740503292
